,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
2875,BeeP-11-2013_NODE_5006_length_720_cov_1_690513,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2876,BeeP-11-2013_NODE_500_length_2787_cov_20_369742,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2877,BeeP-11-2013_NODE_5012_length_719_cov_3_789720,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2878,BeeP-11-2013_NODE_5013_length_719_cov_3_323988,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2880,BeeP-11-2013_NODE_5028_length_718_cov_4_290172,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2881,BeeP-11-2013_NODE_5029_length_718_cov_4_074883,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2882,BeeP-11-2013_NODE_502_length_2780_cov_15_685905,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2883,BeeP-11-2013_NODE_5031_length_718_cov_3_819033,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2885,BeeP-11-2013_NODE_504_length_2779_cov_3_921910,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2886,BeeP-11-2013_NODE_505_length_2774_cov_27_348535,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2887,BeeP-11-2013_NODE_5063_length_716_cov_4_909233,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2888,BeeP-11-2013_NODE_506_length_2773_cov_4_053412,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2889,BeeP-11-2013_NODE_5070_length_716_cov_1_039124,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2890,BeeP-11-2013_NODE_5073_length_715_cov_4_388715,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2891,BeeP-11-2013_NODE_5078_length_715_cov_2_136364,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2893,BeeP-11-2013_NODE_5082_length_715_cov_1_909091,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2894,BeeP-11-2013_NODE_5085_length_714_cov_6_281005,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2895,BeeP-11-2013_NODE_5089_length_714_cov_3_562009,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2896,BeeP-11-2013_NODE_508_length_2766_cov_3_377464,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2897,BeeP-11-2013_NODE_5090_length_714_cov_2_938776,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2898,BeeP-11-2013_NODE_5092_length_714_cov_1_832025,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2899,BeeP-11-2013_NODE_5093_length_714_cov_1_786499,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2900,BeeP-11-2013_NODE_5098_length_713_cov_6_305031,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2901,BeeP-11-2013_NODE_509_length_2765_cov_8_322545,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2903,BeeP-11-2013_NODE_5101_length_713_cov_3_327044,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2904,BeeP-11-2013_NODE_5105_length_713_cov_2_783019,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2905,BeeP-11-2013_NODE_510_length_2765_cov_3_973958,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2906,BeeP-11-2013_NODE_5123_length_712_cov_3_658268,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2907,BeeP-11-2013_NODE_5127_length_712_cov_2_656693,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2908,BeeP-11-2013_NODE_5129_length_712_cov_2_423622,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2909,BeeP-11-2013_NODE_5140_length_711_cov_11_378549,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2910,BeeP-11-2013_NODE_5145_length_711_cov_3_618297,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2911,BeeP-11-2013_NODE_5148_length_711_cov_2_832808,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2912,BeeP-11-2013_NODE_5153_length_711_cov_1_422713,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2913,BeeP-11-2013_NODE_5154_length_711_cov_1_108833,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2914,BeeP-11-2013_NODE_515_length_2757_cov_7_158209,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2915,BeeP-11-2013_NODE_5162_length_710_cov_1_644550,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2916,BeeP-11-2013_NODE_5166_length_709_cov_4_512658,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2917,BeeP-11-2013_NODE_5173_length_709_cov_2_265823,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2918,BeeP-11-2013_NODE_5174_length_709_cov_2_174051,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2919,BeeP-11-2013_NODE_5175_length_709_cov_1_743671,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2920,BeeP-11-2013_NODE_517_length_2750_cov_3_928171,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2921,BeeP-11-2013_NODE_5183_length_708_cov_3_142631,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2922,BeeP-11-2013_NODE_5184_length_708_cov_2_838352,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2923,BeeP-11-2013_NODE_5185_length_708_cov_2_713154,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2924,BeeP-11-2013_NODE_518_length_2743_cov_21_168792,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2925,BeeP-11-2013_NODE_519_length_2743_cov_2_572393,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2928,BeeP-11-2013_NODE_520_length_2737_cov_9_221805,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2929,BeeP-11-2013_NODE_5211_length_706_cov_4_243243,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2930,BeeP-11-2013_NODE_5219_length_705_cov_6_745223,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2932,BeeP-11-2013_NODE_5224_length_705_cov_2_829618,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2933,BeeP-11-2013_NODE_5225_length_705_cov_2_805732,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2934,BeeP-11-2013_NODE_522_length_2734_cov_10_246895,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2935,BeeP-11-2013_NODE_5233_length_704_cov_4_496013,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2936,BeeP-11-2013_NODE_5234_length_704_cov_4_148325,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2937,BeeP-11-2013_NODE_5236_length_704_cov_3_893142,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2938,BeeP-11-2013_NODE_5243_length_704_cov_2_236045,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2939,BeeP-11-2013_NODE_5246_length_704_cov_1_421053,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2940,BeeP-11-2013_NODE_5266_length_702_cov_7_092800,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2941,BeeP-11-2013_NODE_5270_length_702_cov_4_225600,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2942,BeeP-11-2013_NODE_5272_length_702_cov_4_049600,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2943,BeeP-11-2013_NODE_5274_length_702_cov_3_625600,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2945,BeeP-11-2013_NODE_5284_length_702_cov_1_617600,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2946,BeeP-11-2013_NODE_5286_length_702_cov_1_563200,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2947,BeeP-11-2013_NODE_5287_length_702_cov_1_315200,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2949,BeeP-11-2013_NODE_5294_length_701_cov_1_831731,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2950,BeeP-11-2013_NODE_52_length_15365_cov_20_506149,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2951,BeeP-11-2013_NODE_5307_length_700_cov_1_454254,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2952,BeeP-11-2013_NODE_5308_length_700_cov_1_284109,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2953,BeeP-11-2013_NODE_530_length_2691_cov_7_559296,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2955,BeeP-11-2013_NODE_5314_length_699_cov_3_548232,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2956,BeeP-11-2013_NODE_5317_length_699_cov_1_927653,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2957,BeeP-11-2013_NODE_5318_length_699_cov_1_927653,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2958,BeeP-11-2013_NODE_5319_length_699_cov_1_818328,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2959,BeeP-11-2013_NODE_534_length_2682_cov_7_985413,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2960,BeeP-11-2013_NODE_5352_length_696_cov_6_408724,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2961,BeeP-11-2013_NODE_5388_length_694_cov_4_372771,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2962,BeeP-11-2013_NODE_538_length_2669_cov_3_679012,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2963,BeeP-11-2013_NODE_5395_length_694_cov_1_632091,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2964,BeeP-11-2013_NODE_539_length_2667_cov_7_668726,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2965,BeeP-11-2013_NODE_53_length_14306_cov_16_292290,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2966,BeeP-11-2013_NODE_5401_length_693_cov_2_797078,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2967,BeeP-11-2013_NODE_5406_length_693_cov_1_803571,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2969,BeeP-11-2013_NODE_5411_length_692_cov_4_897561,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2970,BeeP-11-2013_NODE_5423_length_692_cov_1_811382,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2971,BeeP-11-2013_NODE_5424_length_692_cov_1_533333,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2972,BeeP-11-2013_NODE_542_length_2662_cov_6_427079,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2973,BeeP-11-2013_NODE_5430_length_691_cov_4_527687,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2974,BeeP-11-2013_NODE_5437_length_691_cov_2_469055,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2975,BeeP-11-2013_NODE_5439_length_691_cov_2_306189,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2976,BeeP-11-2013_NODE_543_length_2661_cov_6_208204,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2977,BeeP-11-2013_NODE_5445_length_690_cov_4_407830,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2978,BeeP-11-2013_NODE_5449_length_690_cov_3_011419,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2979,BeeP-11-2013_NODE_544_length_2656_cov_10_784800,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2980,BeeP-11-2013_NODE_5454_length_690_cov_2_287113,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2981,BeeP-11-2013_NODE_5457_length_690_cov_1_973899,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2982,BeeP-11-2013_NODE_5459_length_690_cov_1_474715,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2983,BeeP-11-2013_NODE_5464_length_689_cov_2_831699,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2984,BeeP-11-2013_NODE_5465_length_689_cov_2_553922,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2985,BeeP-11-2013_NODE_546_length_2644_cov_20_125049,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2986,BeeP-11-2013_NODE_5470_length_689_cov_1_998366,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2987,BeeP-11-2013_NODE_5476_length_688_cov_4_021277,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2988,BeeP-11-2013_NODE_548_length_2636_cov_7_303243,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2989,BeeP-11-2013_NODE_5492_length_687_cov_4_481967,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2990,BeeP-11-2013_NODE_5494_length_687_cov_2_927869,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2991,BeeP-11-2013_NODE_54_length_14128_cov_13_630062,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2992,BeeP-11-2013_NODE_5504_length_686_cov_5_517241,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2993,BeeP-11-2013_NODE_5511_length_686_cov_2_308703,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2994,BeeP-11-2013_NODE_5523_length_685_cov_2_828947,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2996,BeeP-11-2013_NODE_5530_length_685_cov_1_389803,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2997,BeeP-11-2013_NODE_5537_length_684_cov_4_912685,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2998,BeeP-11-2013_NODE_5538_length_684_cov_4_481054,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3000,BeeP-11-2013_NODE_5560_length_683_cov_2_211221,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3001,BeeP-11-2013_NODE_5561_length_683_cov_1_968647,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3003,BeeP-11-2013_NODE_5569_length_682_cov_5_692562,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3004,BeeP-11-2013_NODE_5577_length_682_cov_2_256198,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3005,BeeP-11-2013_NODE_557_length_2609_cov_6_201027,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3006,BeeP-11-2013_NODE_5592_length_681_cov_2_660596,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3007,BeeP-11-2013_NODE_5593_length_681_cov_2_294702,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3008,BeeP-11-2013_NODE_559_length_2608_cov_5_647570,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3010,BeeP-11-2013_NODE_5601_length_681_cov_1_725166,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3012,BeeP-11-2013_NODE_5615_length_680_cov_1_517413,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3013,BeeP-11-2013_NODE_5618_length_680_cov_1_257048,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3015,BeeP-11-2013_NODE_561_length_2600_cov_5_733254,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3016,BeeP-11-2013_NODE_5625_length_679_cov_2_827243,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3017,BeeP-11-2013_NODE_5631_length_679_cov_1_830565,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3018,BeeP-11-2013_NODE_5635_length_679_cov_1_277409,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3019,BeeP-11-2013_NODE_5638_length_678_cov_8_405990,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3020,BeeP-11-2013_NODE_563_length_2594_cov_13_753278,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3021,BeeP-11-2013_NODE_5640_length_678_cov_4_031614,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3022,BeeP-11-2013_NODE_5656_length_677_cov_2_385000,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3023,BeeP-11-2013_NODE_565_length_2591_cov_3_294352,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3024,BeeP-11-2013_NODE_566_length_2585_cov_4_450159,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3025,BeeP-11-2013_NODE_567_length_2583_cov_3_233839,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3026,BeeP-11-2013_NODE_568_length_2582_cov_4_221956,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3027,BeeP-11-2013_NODE_5690_length_675_cov_2_102007,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3028,BeeP-11-2013_NODE_5694_length_674_cov_4_107203,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3029,BeeP-11-2013_NODE_5695_length_674_cov_3_884422,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3030,BeeP-11-2013_NODE_5697_length_674_cov_3_482412,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3031,BeeP-11-2013_NODE_5699_length_674_cov_2_723618,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3032,BeeP-11-2013_NODE_569_length_2581_cov_10_360224,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3034,BeeP-11-2013_NODE_5700_length_674_cov_2_355109,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3035,BeeP-11-2013_NODE_5702_length_674_cov_1_968174,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3038,BeeP-11-2013_NODE_5717_length_673_cov_1_870805,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3039,BeeP-11-2013_NODE_5719_length_673_cov_1_600671,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3040,BeeP-11-2013_NODE_5735_length_672_cov_1_773109,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3041,BeeP-11-2013_NODE_5748_length_671_cov_1_742424,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3042,BeeP-11-2013_NODE_5750_length_670_cov_6_465430,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3043,BeeP-11-2013_NODE_5752_length_670_cov_4_229342,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3044,BeeP-11-2013_NODE_5756_length_670_cov_2_929174,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3047,BeeP-11-2013_NODE_5770_length_670_cov_1_062395,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3048,BeeP-11-2013_NODE_5771_length_669_cov_14_417230,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3049,BeeP-11-2013_NODE_5772_length_669_cov_10_645270,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3050,BeeP-11-2013_NODE_5775_length_669_cov_2_787162,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3051,BeeP-11-2013_NODE_5777_length_669_cov_2_457770,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3053,BeeP-11-2013_NODE_578_length_2542_cov_22_372819,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3054,BeeP-11-2013_NODE_5790_length_668_cov_2_730964,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3055,BeeP-11-2013_NODE_5791_length_668_cov_2_649746,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3057,BeeP-11-2013_NODE_57_length_13737_cov_20_261493,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3058,BeeP-11-2013_NODE_5802_length_668_cov_1_358714,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3059,BeeP-11-2013_NODE_580_length_2542_cov_3_722921,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3061,BeeP-11-2013_NODE_582_length_2538_cov_5_330760,Unassigned,Unassigned,Unassigned,,Overlap (VC_41/VC_518),,,,,,,,,,
3062,BeeP-11-2013_NODE_5835_length_666_cov_2_528014,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3063,BeeP-11-2013_NODE_5836_length_666_cov_2_482173,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3065,BeeP-11-2013_NODE_5853_length_665_cov_2_670068,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3066,BeeP-11-2013_NODE_5854_length_665_cov_2_391156,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3067,BeeP-11-2013_NODE_5855_length_665_cov_1_795918,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3069,BeeP-11-2013_NODE_5864_length_664_cov_3_824532,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3070,BeeP-11-2013_NODE_5865_length_664_cov_3_339012,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3071,BeeP-11-2013_NODE_5878_length_663_cov_3_462457,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3072,BeeP-11-2013_NODE_5879_length_663_cov_3_375427,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3074,BeeP-11-2013_NODE_5880_length_663_cov_3_174061,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3076,BeeP-11-2013_NODE_5893_length_662_cov_4_275214,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3078,BeeP-11-2013_NODE_590_length_2524_cov_5_387822,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3079,BeeP-11-2013_NODE_5913_length_661_cov_5_150685,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3080,BeeP-11-2013_NODE_591_length_2521_cov_4_062602,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3081,BeeP-11-2013_NODE_5920_length_661_cov_2_037671,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3083,BeeP-11-2013_NODE_592_length_2518_cov_6_502663,Unassigned,Unassigned,Unassigned,,Overlap (VC_551/VC_552),,,,,,,,,,
3084,BeeP-11-2013_NODE_5933_length_660_cov_4_427101,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3085,BeeP-11-2013_NODE_5935_length_660_cov_4_149228,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3087,BeeP-11-2013_NODE_5949_length_659_cov_3_852234,Unassigned,Unassigned,Unassigned,,Overlap (VC_223/VC_534),,,,,,,,,,
3088,BeeP-11-2013_NODE_594_length_2509_cov_5_111431,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3089,BeeP-11-2013_NODE_5950_length_659_cov_3_395189,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3090,BeeP-11-2013_NODE_5954_length_659_cov_2_589347,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3091,BeeP-11-2013_NODE_5956_length_659_cov_2_573883,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3093,BeeP-11-2013_NODE_5964_length_659_cov_1_445017,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3094,BeeP-11-2013_NODE_5966_length_659_cov_1_328179,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3095,BeeP-11-2013_NODE_5973_length_658_cov_3_554217,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3096,BeeP-11-2013_NODE_597_length_2481_cov_4_193844,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3097,BeeP-11-2013_NODE_5989_length_657_cov_3_325862,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3098,BeeP-11-2013_NODE_598_length_2477_cov_3_377917,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3099,BeeP-11-2013_NODE_59_length_13251_cov_17_281843,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3101,BeeP-11-2013_NODE_6008_length_656_cov_2_716753,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3102,BeeP-11-2013_NODE_600_length_2468_cov_3_667921,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3103,BeeP-11-2013_NODE_6010_length_656_cov_2_563040,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3105,BeeP-11-2013_NODE_601_length_2466_cov_11_484303,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3106,BeeP-11-2013_NODE_6021_length_655_cov_3_621107,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3107,BeeP-11-2013_NODE_6034_length_655_cov_1_186851,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3109,BeeP-11-2013_NODE_6053_length_653_cov_2_314236,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3110,BeeP-11-2013_NODE_6058_length_653_cov_1_565972,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3111,BeeP-11-2013_NODE_6062_length_653_cov_1_432292,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3112,BeeP-11-2013_NODE_606_length_2440_cov_6_851883,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3113,BeeP-11-2013_NODE_6075_length_651_cov_3_686411,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3117,BeeP-11-2013_NODE_6099_length_650_cov_1_589878,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3119,BeeP-11-2013_NODE_6108_length_649_cov_2_604895,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3120,BeeP-11-2013_NODE_610_length_2432_cov_10_086624,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3121,BeeP-11-2013_NODE_6112_length_649_cov_2_493007,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3122,BeeP-11-2013_NODE_6118_length_649_cov_1_842657,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3123,BeeP-11-2013_NODE_6120_length_649_cov_1_784965,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3124,BeeP-11-2013_NODE_612_length_2428_cov_11_894513,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
