,Length,LogLength,Numgene,numVOG,numVOG3,pVOG/ORF,VQ3,ID,const,Virusness
BeeP-35-2013_NODE_4521_length_591_cov_5_628405,591,2.7715874808812555,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-35-2013_NODE_4585_length_586_cov_3_304519,586,2.767897616018091,2,2,2,1.0,1.0,Diamond,Lin,0.0
BeeP-35-2013_NODE_4619_length_584_cov_2_560158,584,2.7664128471123997,2,1,1,0.5,0.5,Diamond,Lin,0.9736015754
BeeP-35-2013_NODE_462_length_2239_cov_11_698427,2239,3.3500540935790304,8,1,1,0.12,0.12,Virsort,Lin,0.5783453766
BeeP-35-2013_NODE_4642_length_582_cov_3_762376,582,2.7649229846498886,1,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-35-2013_NODE_467_length_2221_cov_8_120336,2221,3.346548558548474,4,3,4,0.75,1.0,Virsort,Lin,0.7278687681333333
BeeP-35-2013_NODE_46_length_8623_cov_17_327756,8623,3.9356583861006342,20,12,13,0.6,0.65,Virsort,Lin,0.9253621650000001
BeeP-35-2013_NODE_4700_length_579_cov_1_350598,579,2.762678563727436,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-35-2013_NODE_4705_length_578_cov_4_810379,578,2.761927838420529,1,1,1,1.0,1.0,Diamond,Lin,0.4776448061
BeeP-35-2013_NODE_471_length_2208_cov_6_659784,2208,3.3439990690571615,6,3,3,0.5,0.5,Virsort,Lin,0.1002188415
BeeP-35-2013_NODE_489_length_2164_cov_3_464303,2164,3.3352572564345317,2,2,2,1.0,1.0,Diamond,Lin,0.6653617742
BeeP-35-2013_NODE_493_length_2156_cov_7_470899,2156,3.3336487565147013,5,2,2,0.4,0.4,Virsort,Lin,0.7059987343999999
BeeP-35-2013_NODE_49_length_8131_cov_11_499007,8131,3.910143961064513,15,10,10,0.67,0.67,Virsort,Lin,0.23464626947142858
BeeP-35-2013_NODE_4_length_41188_cov_35_826810,41188,4.614770704069749,62,33,41,0.53,0.66,Virsort,Lin,0.6800519556588235
BeeP-35-2013_NODE_5028_length_559_cov_1_821577,559,2.747411807886423,1,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-35-2013_NODE_5042_length_558_cov_1_677755,558,2.7466341989375787,1,1,1,1.0,1.0,Diamond,Lin,0.8215520759
BeeP-35-2013_NODE_507_length_2140_cov_9_573921,2140,3.330413773349191,6,4,4,0.67,0.67,Virsort,Lin,0.84643491275
BeeP-35-2013_NODE_508_length_2133_cov_25_378891,2133,3.3289908554494287,4,2,2,0.5,0.5,Virsort,Lin,0.8227695014
BeeP-35-2013_NODE_50_length_7977_cov_6_771519,7977,3.901839592051229,11,5,5,0.45,0.45,Virsort,Lin,0.7791570686666667
BeeP-35-2013_NODE_511_length_2128_cov_4_032667,2128,3.3279716236230104,4,2,2,0.5,0.5,Diamond,Lin,0.0117291918
BeeP-35-2013_NODE_5204_length_548_cov_8_135881,548,2.738780558484369,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-35-2013_NODE_521_length_2112_cov_4_479607,2112,3.3246939138617746,4,3,3,0.75,0.75,Diamond,Lin,0.9940816046333333
BeeP-35-2013_NODE_52_length_7731_cov_9_891691,7731,3.888235673270567,16,7,7,0.44,0.44,Virsort,Lin,0.6734168709799999
BeeP-35-2013_NODE_53_length_7543_cov_15_098848,7543,3.877544107715944,13,9,10,0.69,0.77,Virsort,Lin,0.6354256995
BeeP-35-2013_NODE_542_length_2070_cov_4_872554,2070,3.315970345456918,6,1,1,0.17,0.17,Virsort,Lin,0.0
BeeP-35-2013_NODE_543_length_2067_cov_5_288945,2067,3.3153404766272883,8,1,1,0.12,0.12,Virsort,Lin,0.5514424381
BeeP-35-2013_NODE_5442_length_537_cov_1_232609,537,2.7299742856995555,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-35-2013_NODE_552_length_2045_cov_4_274390,2045,3.3106933123433606,5,4,4,0.8,0.8,Virsort,Lin,0.6643745992000001
BeeP-35-2013_NODE_559_length_2035_cov_4_191011,2035,3.3085644135612386,3,1,1,0.33,0.33,Diamond,Lin,0.0
BeeP-35-2013_NODE_55_length_7329_cov_11_474490,7329,3.865044721693099,11,8,8,0.73,0.73,Virsort,Lin,0.7779619268714285
BeeP-35-2013_NODE_5605_length_529_cov_3_991150,529,2.7234556720351857,1,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-35-2013_NODE_5728_length_524_cov_2_633110,524,2.7193312869837265,1,1,1,1.0,1.0,Diamond,Lin,0.9877252029000001
BeeP-35-2013_NODE_5770_length_522_cov_1_613483,522,2.717670503002262,1,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-35-2013_NODE_57_length_7194_cov_9_108332,7194,3.856970433482492,11,9,10,0.82,0.91,Virsort,Lin,0.47454739307142857
BeeP-35-2013_NODE_5812_length_520_cov_5_108352,520,2.716003343634799,3,1,1,0.33,0.33,Diamond,Lin,1.0
BeeP-35-2013_NODE_58_length_7158_cov_5_354752,7158,3.8547916940539855,12,3,6,0.25,0.5,Virsort,Lin,0.5466932605
BeeP-35-2013_NODE_5911_length_517_cov_1_772727,517,2.7134905430939424,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-35-2013_NODE_5946_length_516_cov_0_758542,516,2.7126497016272113,1,1,1,1.0,1.0,Diamond,Lin,0.4925284726
BeeP-35-2013_NODE_5_length_35225_cov_48_222915,35225,4.546851001781394,61,32,36,0.52,0.59,Virsort,Lin,0.658094864008
BeeP-35-2013_NODE_604_length_1938_cov_3_596454,1938,3.2873537727147464,6,2,4,0.33,0.67,Virsort,Lin,0.8482097317
BeeP-35-2013_NODE_606_length_1936_cov_7_160301,1936,3.286905352972375,4,4,4,1.0,1.0,Virsort,Lin,0.33006060305
BeeP-35-2013_NODE_6131_length_509_cov_2_150463,509,2.7067177823367587,1,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-35-2013_NODE_618_length_1913_cov_4_537582,1913,3.281714970027296,4,4,4,1.0,1.0,Virsort,Lin,0.68006278835
BeeP-35-2013_NODE_6194_length_507_cov_2_272093,507,2.705007959333336,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-35-2013_NODE_6228_length_505_cov_3_042056,505,2.7032913781186614,1,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-35-2013_NODE_6276_length_503_cov_2_582160,503,2.7015679850559273,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-35-2013_NODE_627_length_1892_cov_7_546556,1892,3.276921132065774,5,2,3,0.4,0.6,Virsort,Lin,0.772177632
BeeP-35-2013_NODE_62_length_6813_cov_12_739905,6813,3.8333383889393975,13,8,8,0.62,0.62,Virsort,Lin,0.49674133243749996
BeeP-35-2013_NODE_6326_length_502_cov_1_157647,502,2.7007037171450192,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-35-2013_NODE_6335_length_501_cov_2_396226,501,2.699837725867246,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-35-2013_NODE_63_length_6262_cov_21_267745,6262,3.7967130632808965,5,2,2,0.4,0.4,Virsort,Lin,0.8014855328499999
BeeP-35-2013_NODE_64_length_6131_cov_9_335646,6131,3.787531316127234,15,10,10,0.67,0.67,Virsort,Lin,0.7741631610888888
BeeP-35-2013_NODE_65_length_6125_cov_18_304067,6125,3.78710609303657,6,1,1,0.17,0.17,Virsort,Lin,0.0
BeeP-35-2013_NODE_662_length_1844_cov_20_672326,1844,3.2657609167176105,4,1,1,0.25,0.25,Virsort,Lin,0.8327070545999999
BeeP-35-2013_NODE_663_length_1840_cov_3_797504,1840,3.2648178230095364,5,1,1,0.2,0.2,Virsort,Lin,0.8789997967000001
BeeP-35-2013_NODE_692_length_1791_cov_13_528005,1791,3.2530955858490316,3,3,3,1.0,1.0,Virsort,Lin,0.0
BeeP-35-2013_NODE_6_length_35076_cov_25_069488,35076,4.545010061405061,47,21,23,0.45,0.49,Virsort,Lin,0.5563163473933334
BeeP-35-2013_NODE_71_length_5651_cov_11_405454,5651,3.752125307297898,12,5,6,0.42,0.5,Virsort,Lin,0.44866171493333334
BeeP-35-2013_NODE_72_length_5650_cov_32_030145,5650,3.7520484478194387,8,6,6,0.75,0.75,Virsort,Lin,0.42444063745000005
BeeP-35-2013_NODE_747_length_1704_cov_4_390904,1704,3.2314695904306814,5,4,5,0.8,1.0,Virsort,Lin,1.0
BeeP-35-2013_NODE_781_length_1664_cov_3_176434,1664,3.2211533219547053,4,2,2,0.5,0.5,Virsort,Lin,0.9306099608
BeeP-35-2013_NODE_7_length_33611_cov_14_653814,33611,4.526481433862552,56,27,31,0.48,0.55,Virsort,Lin,0.4978373337625
BeeP-35-2013_NODE_828_length_1606_cov_10_676913,1606,3.205745540942662,5,3,3,0.6,0.6,Virsort,Lin,0.23886653756666665
BeeP-35-2013_NODE_83_length_5294_cov_11_220050,5294,3.7237839369653294,11,3,5,0.27,0.45,Virsort,Lin,0.6492837949
BeeP-35-2013_NODE_840_length_1594_cov_43_270929,1594,3.2024883170600935,5,2,2,0.4,0.4,Virsort,Lin,0.25397863455
BeeP-35-2013_NODE_84_length_5250_cov_13_305625,5250,3.720159303405957,16,4,6,0.25,0.38,Diamond,Lin,1.0
BeeP-35-2013_NODE_869_length_1571_cov_19_611111,1571,3.1961761850399735,4,3,3,0.75,0.75,Virsort,Lin,0.6099238193666666
BeeP-35-2013_NODE_86_length_5097_cov_6_558167,5097,3.707314633588708,10,3,4,0.3,0.4,Virsort,Lin,0.13505102573333333
BeeP-35-2013_NODE_87_length_5092_cov_9_194018,5092,3.706888394981618,13,4,5,0.31,0.38,Diamond,Lin,0.803583452425
BeeP-35-2013_NODE_8_length_29325_cov_22_671328,29325,4.467238020787567,28,19,19,0.68,0.68,Virsort,Lin,0.6471991671687499
BeeP-35-2013_NODE_905_length_1544_cov_4_293115,1544,3.188647295999717,3,3,3,1.0,1.0,Virsort,Lin,0.6866202569
BeeP-35-2013_NODE_908_length_1542_cov_6_694881,1542,3.188084373714938,2,1,1,0.5,0.5,Diamond,Lin,0.2567714889
BeeP-35-2013_NODE_91_length_4903_cov_17_501450,4903,3.6904618932461783,14,7,10,0.5,0.71,Virsort,Lin,0.6354690963166667
BeeP-35-2013_NODE_927_length_1520_cov_3_971587,1520,3.1818435879447726,4,2,2,0.5,0.5,Virsort,Lin,0.6641097376
BeeP-35-2013_NODE_94_length_4852_cov_8_139476,4852,3.685920792194535,9,3,4,0.33,0.44,Virsort,Lin,0.3209521204333333
BeeP-35-2013_NODE_96_length_4847_cov_14_741719,4847,3.6854730197227594,8,7,7,0.88,0.88,Virsort,Lin,0.5501896281285714
BeeP-35-2013_NODE_975_length_1475_cov_4_198856,1475,3.1687920203141817,4,4,4,1.0,1.0,Virsort,Lin,0.3147385974
BeeP-35-2013_NODE_9_length_26701_cov_21_219050,26701,4.426527526770914,33,20,22,0.61,0.67,Virsort,Lin,0.6806755950307691
BeeP-36-2013_NODE_1_length_32049_cov_19_863443,32049,4.5058144831135785,43,8,10,0.19,0.23,Diamond,Circ,0.78461961124
BeeP-37-2013_NODE_100_length_2717_cov_17_120076,2717,3.4340896384178907,6,4,4,0.67,0.67,Virsort,Lin,0.7104058879
BeeP-37-2013_NODE_1024_length_673_cov_8_389262,673,2.828015064223977,2,0,1,0.0,0.5,Diamond,Lin,0.0
BeeP-37-2013_NODE_1031_length_672_cov_2_564706,672,2.8273692730538253,2,2,2,1.0,1.0,Diamond,Lin,1.0
BeeP-37-2013_NODE_1042_length_669_cov_2_248311,669,2.8254261177678233,1,1,1,1.0,1.0,Diamond,Lin,0.051504197300000006
BeeP-37-2013_NODE_1049_length_666_cov_3_947368,666,2.823474229170301,1,1,1,1.0,1.0,Diamond,Lin,0.9437067302
BeeP-37-2013_NODE_106_length_2660_cov_8_377081,2660,3.424881636631067,7,1,2,0.14,0.29,Virsort,Lin,0.004335437199999999
BeeP-37-2013_NODE_107_length_2636_cov_4_773740,2636,3.420945405921972,8,0,0,0.0,0.0,Virsort,Lin,0.0
BeeP-37-2013_NODE_1086_length_656_cov_2_588946,656,2.8169038393756605,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-37-2013_NODE_111_length_2555_cov_5_512914,2555,3.4073909044707316,3,2,2,0.67,0.67,Diamond,Lin,1.0
BeeP-37-2013_NODE_1136_length_645_cov_2_911972,645,2.8095597146352675,3,2,2,0.67,0.67,Diamond,Lin,1.0
BeeP-37-2013_NODE_1145_length_643_cov_7_968198,643,2.808210972924222,2,2,2,1.0,1.0,Diamond,Lin,0.7817856406
BeeP-37-2013_NODE_1158_length_640_cov_4_067496,640,2.806179973983887,2,1,1,0.5,0.5,Diamond,Lin,1.0
BeeP-37-2013_NODE_1168_length_639_cov_4_565836,639,2.8055008581584002,1,1,1,1.0,1.0,Diamond,Lin,0.3788854169
BeeP-37-2013_NODE_11_length_9174_cov_24_826426,9174,3.9625587357959637,12,12,12,1.0,1.0,Virsort,Lin,0.9890597797777778
BeeP-37-2013_NODE_1215_length_630_cov_2_045208,630,2.7993405494535817,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-37-2013_NODE_1259_length_620_cov_4_206262,620,2.792391689498254,1,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-37-2013_NODE_1286_length_615_cov_2_451673,615,2.788875115775417,1,1,1,1.0,1.0,Diamond,Lin,0.9864725736
BeeP-37-2013_NODE_128_length_2279_cov_5_075386,2279,3.3577443251803754,2,2,2,1.0,1.0,Diamond,Lin,0.8862392995
BeeP-37-2013_NODE_129_length_2252_cov_5_749425,2252,3.3525683861793087,6,3,3,0.5,0.5,Virsort,Lin,0.6579299044666667
BeeP-37-2013_NODE_1354_length_601_cov_2_822519,601,2.7788744720027396,2,1,2,0.5,1.0,Diamond,Lin,1.0
BeeP-37-2013_NODE_1355_length_601_cov_2_704198,601,2.7788744720027396,1,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-37-2013_NODE_1358_length_601_cov_1_654580,601,2.7788744720027396,1,1,1,1.0,1.0,Diamond,Lin,0.99031581
BeeP-37-2013_NODE_135_length_2157_cov_5_204327,2157,3.333850145102545,4,4,4,1.0,1.0,Virsort,Lin,0.95345642865
BeeP-37-2013_NODE_1376_length_597_cov_5_853846,597,2.775974331129369,2,1,1,0.5,0.5,Diamond,Lin,1.0
BeeP-37-2013_NODE_1403_length_594_cov_1_758221,594,2.7737864449811935,2,1,1,0.5,0.5,Diamond,Lin,0.6899939794
BeeP-37-2013_NODE_1410_length_592_cov_3_563107,592,2.77232170672292,2,1,1,0.5,0.5,Diamond,Lin,0.9787691681999999
BeeP-37-2013_NODE_1420_length_590_cov_3_923977,590,2.7708520116421442,2,1,1,0.5,0.5,Diamond,Lin,0.0227846298
BeeP-37-2013_NODE_144_length_2085_cov_6_657371,2085,3.3191060593097763,5,2,2,0.4,0.4,Virsort,Lin,0.9891733197
BeeP-37-2013_NODE_145_length_2076_cov_11_398199,2076,3.31722734917642,2,1,2,0.5,1.0,Diamond,Lin,0.2748425788
BeeP-37-2013_NODE_1495_length_579_cov_2_446215,579,2.762678563727436,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-37-2013_NODE_1512_length_576_cov_2_374749,576,2.760422483423212,1,1,1,1.0,1.0,Diamond,Lin,0.014591358
BeeP-37-2013_NODE_1518_length_575_cov_3_365462,575,2.7596678446896306,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-37-2013_NODE_1526_length_574_cov_1_563380,574,2.7589118923979736,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-37-2013_NODE_1538_length_571_cov_1_042510,571,2.756636108245848,1,1,1,1.0,1.0,Diamond,Lin,0.24168888440000003
BeeP-37-2013_NODE_1598_length_561_cov_4_016529,561,2.748962861256161,2,2,2,1.0,1.0,Diamond,Lin,1.0
BeeP-37-2013_NODE_1618_length_559_cov_1_771784,559,2.747411807886423,2,2,2,1.0,1.0,Diamond,Lin,0.970459486
BeeP-37-2013_NODE_163_length_1940_cov_10_728932,1940,3.287801729930226,3,2,2,0.67,0.67,Virsort,Lin,0.67005780415
BeeP-37-2013_NODE_167_length_1909_cov_10_145742,1909,3.280805928393667,3,2,2,0.67,0.67,Diamond,Lin,0.7119284294999999
BeeP-37-2013_NODE_16_length_7875_cov_9_179661,7875,3.896250562461638,8,7,7,0.88,0.88,Virsort,Lin,0.3993897475
BeeP-37-2013_NODE_171_length_1884_cov_7_058107,1884,3.2750808984568587,4,3,4,0.75,1.0,Diamond,Lin,0.7109976443333332
BeeP-37-2013_NODE_1742_length_540_cov_2_799136,540,2.7323937598229686,1,1,1,1.0,1.0,Diamond,Lin,0.8930153031
BeeP-37-2013_NODE_1749_length_539_cov_1_259740,539,2.7315887651867388,3,1,1,0.33,0.33,Diamond,Lin,1.0
BeeP-37-2013_NODE_1774_length_535_cov_5_631004,535,2.7283537820212285,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-37-2013_NODE_1783_length_535_cov_1_432314,535,2.7283537820212285,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-37-2013_NODE_179_length_1840_cov_4_738514,1840,3.2648178230095364,4,3,3,0.75,0.75,Virsort,Lin,1.0
BeeP-37-2013_NODE_17_length_7689_cov_29_869679,7689,3.8858698609039064,11,9,9,0.82,0.82,Virsort,Lin,0.8084637326124999
BeeP-37-2013_NODE_1801_length_533_cov_2_337719,533,2.7267272090265724,1,1,1,1.0,1.0,Diamond,Lin,0.2748425788
BeeP-37-2013_NODE_182_length_1816_cov_5_529040,1816,3.2591158441850663,2,1,1,0.5,0.5,Diamond,Lin,0.2567714889
BeeP-37-2013_NODE_1858_length_527_cov_2_757778,527,2.7218106152125467,1,1,1,1.0,1.0,Diamond,Lin,0.4966496467
BeeP-37-2013_NODE_1885_length_524_cov_1_953020,524,2.7193312869837265,2,1,1,0.5,0.5,Diamond,Lin,0.0
BeeP-37-2013_NODE_18_length_6964_cov_15_322782,6964,3.8428587624452937,12,3,5,0.25,0.42,Virsort,Lin,0.6733940093
BeeP-37-2013_NODE_190_length_1781_cov_3_105634,1781,3.2506639194632436,2,2,2,1.0,1.0,Diamond,Lin,0.6151865321500001
BeeP-37-2013_NODE_1918_length_519_cov_1_721719,519,2.7151673578484576,2,2,2,1.0,1.0,Diamond,Lin,1.0
BeeP-37-2013_NODE_194_length_1737_cov_5_934337,1737,3.2397998184470986,5,2,2,0.4,0.4,Virsort,Lin,1.0
BeeP-37-2013_NODE_1962_length_514_cov_3_068650,514,2.710963118995276,1,1,1,1.0,1.0,Diamond,Lin,0.8313836063
BeeP-37-2013_NODE_1_length_57959_cov_35_521647,57959,4.7631208837310135,58,38,40,0.66,0.69,Virsort,Lin,0.8805406220714287
BeeP-37-2013_NODE_200_length_1713_cov_6_359413,1713,3.2337573629655103,7,4,4,0.57,0.57,Virsort,Lin,0.10344006795
BeeP-37-2013_NODE_2016_length_508_cov_7_301624,508,2.7058637122839193,2,2,2,1.0,1.0,Diamond,Lin,0.52306369445
BeeP-37-2013_NODE_2061_length_504_cov_2_407494,504,2.7024305364455254,1,1,1,1.0,1.0,Diamond,Lin,0.2567714889
BeeP-37-2013_NODE_206_length_1676_cov_3_706066,1676,3.2242740142942576,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-37-2013_NODE_208_length_1672_cov_5_002508,1672,3.2232362731029975,4,1,1,0.25,0.25,Diamond,Lin,1.0
BeeP-37-2013_NODE_21_length_6328_cov_13_938570,6328,3.80126647048962,12,6,7,0.5,0.58,Virsort,Lin,0.81787062574
BeeP-37-2013_NODE_224_length_1623_cov_4_678525,1623,3.210318519826232,2,1,1,0.5,0.5,Diamond,Lin,1.0
BeeP-37-2013_NODE_234_length_1572_cov_10_883612,1572,3.196452541703389,6,2,2,0.33,0.33,Virsort,Lin,0.8152491303
BeeP-37-2013_NODE_237_length_1568_cov_2_911469,1568,3.1953460583484197,6,1,1,0.17,0.17,Diamond,Lin,0.183079765
BeeP-37-2013_NODE_238_length_1565_cov_8_177419,1565,3.194514341882467,2,1,2,0.5,1.0,Diamond,Lin,1.0
BeeP-37-2013_NODE_239_length_1561_cov_3_890162,1561,3.1934029030624176,4,3,3,0.75,0.75,Diamond,Lin,0.45602204565000004
BeeP-37-2013_NODE_23_length_6232_cov_16_854265,6232,3.794627444664508,12,6,7,0.5,0.58,Virsort,Lin,0.37395126018
BeeP-37-2013_NODE_243_length_1540_cov_3_573479,1540,3.187520720836463,7,2,2,0.29,0.29,Virsort,Lin,0.36971242060000004
BeeP-37-2013_NODE_244_length_1537_cov_7_075342,1537,3.1866738674997452,2,1,1,0.5,0.5,Diamond,Lin,0.1604260535
BeeP-37-2013_NODE_255_length_1477_cov_3_267143,1477,3.1693804953119495,3,1,1,0.33,0.33,Diamond,Lin,0.4362157909
BeeP-37-2013_NODE_25_length_6004_cov_14_639784,6004,3.7784406835712327,9,4,5,0.44,0.56,Virsort,Lin,0.14930319044999998
BeeP-37-2013_NODE_271_length_1412_cov_4_659925,1412,3.149834696715785,2,1,1,0.5,0.5,Diamond,Lin,0.9547857070999999
BeeP-37-2013_NODE_27_length_5538_cov_6_245743,5538,3.743352951409556,8,6,6,0.75,0.75,Virsort,Lin,0.7938617206666666
BeeP-37-2013_NODE_282_length_1388_cov_3_834477,1388,3.142389466118836,2,1,1,0.5,0.5,Diamond,Lin,0.2697418494
BeeP-37-2013_NODE_28_length_5515_cov_16_125782,5515,3.7415455167762093,10,6,6,0.6,0.6,Virsort,Lin,0.37772513962
BeeP-37-2013_NODE_2_length_40678_cov_31_109505,40678,4.609359591981379,67,40,41,0.6,0.61,Diamond,Circ,0.5879713475172413
BeeP-37-2013_NODE_301_length_1335_cov_6_577107,1335,3.125481265700594,4,2,2,0.5,0.5,Diamond,Lin,0.73553278345
BeeP-37-2013_NODE_319_length_1280_cov_3_295096,1280,3.1072099696478683,1,1,1,1.0,1.0,Diamond,Lin,0.9642969972
BeeP-37-2013_NODE_320_length_1277_cov_6_728333,1277,3.1061908972634154,4,1,1,0.25,0.25,Diamond,Lin,1.0
BeeP-37-2013_NODE_331_length_1254_cov_5_426508,1254,3.0982975364946976,4,3,3,0.75,0.75,Diamond,Lin,0.9562203631999999
BeeP-37-2013_NODE_334_length_1253_cov_5_173469,1253,3.09795107099415,3,1,1,0.33,0.33,Virsort,Lin,0.9418784056
BeeP-37-2013_NODE_338_length_1246_cov_3_537211,1246,3.095518042323151,3,1,1,0.33,0.33,Diamond,Lin,1.0
BeeP-37-2013_NODE_33_length_5053_cov_27_856712,5053,3.7035492982382303,10,4,5,0.4,0.5,Virsort,Lin,0.8045905989750001
BeeP-37-2013_NODE_363_length_1187_cov_1_759459,1187,3.074450718954591,2,2,2,1.0,1.0,Diamond,Lin,0.9864725736
BeeP-37-2013_NODE_367_length_1164_cov_4_712052,1164,3.06595298031387,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-37-2013_NODE_369_length_1155_cov_2_981447,1155,3.062581984228163,3,3,3,1.0,1.0,Virsort,Lin,0.9909605014
BeeP-37-2013_NODE_374_length_1146_cov_4_719364,1146,3.059184617631371,4,1,1,0.25,0.25,Diamond,Lin,1.0
BeeP-37-2013_NODE_376_length_1141_cov_2_776316,1141,3.0572856444182146,2,2,2,1.0,1.0,Diamond,Lin,0.92429593765
BeeP-37-2013_NODE_382_length_1127_cov_5_655238,1127,3.0519239160461065,3,1,1,0.33,0.33,Virsort,Lin,0.6653617742
BeeP-37-2013_NODE_383_length_1126_cov_5_987607,1126,3.0515383905153275,3,2,2,0.67,0.67,Diamond,Lin,0.09635921485
BeeP-37-2013_NODE_399_length_1094_cov_7_240905,1094,3.039017321997412,4,3,3,0.75,0.75,Diamond,Lin,1.0
BeeP-37-2013_NODE_39_length_4465_cov_6_550820,4465,3.649821463224565,13,5,5,0.38,0.38,Virsort,Lin,0.6216372785
BeeP-37-2013_NODE_3_length_29184_cov_45_976294,29184,4.465144816648322,48,4,6,0.08,0.12,Virsort,Lin,0.09896226414999999
BeeP-37-2013_NODE_410_length_1085_cov_3_835317,1085,3.0354297381845483,4,2,2,0.5,0.5,Diamond,Lin,0.41488572905
BeeP-37-2013_NODE_411_length_1083_cov_2_229622,1083,3.0346284566253203,2,2,2,1.0,1.0,Diamond,Lin,0.6501216289
BeeP-37-2013_NODE_41_length_4377_cov_14_717674,4377,3.641176546613114,8,2,2,0.25,0.25,Virsort,Lin,0.0
BeeP-37-2013_NODE_427_length_1064_cov_4_950355,1064,3.0269416279590295,2,2,2,1.0,1.0,Diamond,Lin,0.4966496467
BeeP-37-2013_NODE_42_length_4371_cov_20_234048,4371,3.6405808064896528,7,0,0,0.0,0.0,Virsort,Lin,0.0
BeeP-37-2013_NODE_442_length_1045_cov_5_422521,1045,3.019116290447073,2,1,1,0.5,0.5,Diamond,Lin,0.5352024686
BeeP-37-2013_NODE_456_length_1026_cov_4_151739,1026,3.0111473607757975,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-37-2013_NODE_46_length_4193_cov_9_767979,4193,3.6225248624035684,6,5,5,0.83,0.83,Virsort,Lin,0.699056669525
BeeP-37-2013_NODE_472_length_1010_cov_3_973205,1010,3.0043213737826426,2,1,1,0.5,0.5,Diamond,Lin,0.0
BeeP-37-2013_NODE_476_length_1007_cov_4_145161,1007,3.003029470553618,3,1,1,0.33,0.33,Diamond,Lin,0.30081987120000003
BeeP-37-2013_NODE_47_length_4141_cov_14_220719,4141,3.617105230502378,8,4,4,0.5,0.5,Virsort,Lin,0.7521748729666666
BeeP-37-2013_NODE_486_length_999_cov_4_365510,999,2.9995654882259823,2,1,1,0.5,0.5,Diamond,Lin,1.0
BeeP-37-2013_NODE_490_length_997_cov_3_822826,997,2.998695158311656,3,2,2,0.67,0.67,Diamond,Lin,0.7638844811000001
BeeP-37-2013_NODE_505_length_980_cov_6_700997,980,2.991226075692495,4,4,4,1.0,1.0,Virsort,Lin,1.0
BeeP-37-2013_NODE_506_length_980_cov_3_177187,980,2.991226075692495,5,3,3,0.6,0.6,Virsort,Lin,1.0
BeeP-37-2013_NODE_509_length_972_cov_6_005587,972,2.9876662649262746,1,1,1,1.0,1.0,Diamond,Lin,0.9835201712
BeeP-37-2013_NODE_518_length_962_cov_3_621469,962,2.983175072037813,2,1,1,0.5,0.5,Diamond,Lin,0.9787691681999999
BeeP-37-2013_NODE_527_length_948_cov_3_305396,948,2.976808337338066,2,1,1,0.5,0.5,Diamond,Lin,1.0
BeeP-37-2013_NODE_534_length_940_cov_4_681344,940,2.9731278535996988,2,2,2,1.0,1.0,Diamond,Lin,0.507295679
BeeP-37-2013_NODE_535_length_940_cov_4_500579,940,2.9731278535996988,1,1,1,1.0,1.0,Diamond,Lin,0.9844644137999999
BeeP-37-2013_NODE_53_length_3934_cov_15_270936,3934,3.594834355583318,9,2,2,0.22,0.22,Virsort,Lin,0.75083889605
BeeP-37-2013_NODE_540_length_937_cov_4_270930,937,2.971739590887778,1,1,1,1.0,1.0,Diamond,Lin,0.4916530343
BeeP-37-2013_NODE_546_length_933_cov_4_147196,933,2.9698816437465,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-37-2013_NODE_55_length_3850_cov_9_283859,3850,3.5854607295085006,5,3,3,0.6,0.6,Virsort,Lin,0.5645735958
BeeP-37-2013_NODE_560_length_916_cov_3_251490,916,2.9618954736678504,4,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-37-2013_NODE_576_length_906_cov_1_811821,906,2.957128197676813,3,2,2,0.67,0.67,Diamond,Lin,0.4939888083
BeeP-37-2013_NODE_57_length_3823_cov_4_324346,3823,3.582404298019028,5,4,4,0.8,0.8,Diamond,Lin,0.650338313225
